"occurrenceID"	"basisOfRecord"	"institutionCode"	"collectionCode"	"catalogNumber"	"voucherNONDWC"	"tipoNONDWC"	"language"	"institutionID"	"collectionID"	"ID.del.conjunto.de.datos.NONDWC"	"Nombre.del.conjunto.de.datos.NONDWC"	"Comentarios.del.registro.biologico.NONDWC"	"Numero.de.registro.NONDWC"	"recordedBy"	"individualCount"	"sex"	"lifeStage"	"preparations"	"otherCatalogNumbers"	"samplingProtocol"	"eventDate"	"Hora.del.evento.NONDWC"	"verbatimEventDate"	"Habitat.NONDWC"	"Numero.de.campo.NONDWC"	"Comentarios.del.evento.NONDWC"	"ID.de.la.ubicacion.NONDWC"	"higherGeography"	"Continente.NONDWC"	"Cuerpo.de.agua.NONDWC"	"country"	"countryCode"	"Subcuenca.NONDWC"	"stateProvince"	"county"	"Centro.poblado...NONDWC"	"locality"	"verbatimLocality"	"verbatimElevation"	"Elevacion.Minima.NONDWC"	"Elevacion.Maxima.NONDWC"	"Profundidad.original.NONDWC"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"SRS.original.NONDWC"	"decimalLatitude"	"decimalLongitude"	"Datum.NONDWC"	"Incertidumbre.coordenadas.NONDWC"	"Identificado.por.NONDWC"	"Fecha.georreferenciacion.NONDWC"	"Protocolo.de.georreferenciacion.NONDWC"	"Fuentes.de.georreferenciacion.NONDWC"	"Comentarios.georreferenciacion.NONDWC"	"Error.georreferenciacion.NONDWC"	"identifiedBy"	"dateIdentified"	"identificationQualifier"	"Nombre.original.NONDWC"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"specificEpithet"	"scientificName"	"scientificNameAuthorship"	"taxonRank"	"Categoria.original.del.taxon.NONDWC"	"taxonomicStatus"	"validForOrinoco"	"threatRank"	"endemic"	"ODC"	"migratory"	"eventDateMonthYear"
"PUJ:MPUJ:007633"	"Especímen preservado"	"PUJ"	"MPUJ"	7633	"MPUJ7633"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	488	NA	NA	NA	NA	NA	NA	NA	NA	5.045528	-72.788333	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Crenicichla saxatilis (Linnaeus 1758)"	"Animalia"	"Chordata"	"Actinopterygii"	"Cichliformes"	"Cichlidae"	"Crenicichla"	"saxatilis"	"Crenicichla saxatilis"	"\"(Linnaeus, 1758)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007634"	"Especímen preservado"	"PUJ"	"MPUJ"	7634	"MPUJ7634"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	10	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/03/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Iglesiera"	"Quebrada Iglesiera"	488	NA	NA	NA	NA	NA	NA	NA	NA	5.045528	-72.788333	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/03/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Hemibrycon metae Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemibrycon"	"metae"	"Hemibrycon metae"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	NA	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007636"	"Especímen preservado"	"PUJ"	"MPUJ"	7636	"MPUJ7636"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/04/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Resbalosa"	"Quebrada Resbalosa"	515	NA	NA	NA	NA	NA	NA	NA	NA	5.009722	-72.7675	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/04/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007637"	"Especímen preservado"	"PUJ"	"MPUJ"	7637	"MPUJ7637"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/04/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Resbalosa"	"Quebrada Resbalosa"	515	NA	NA	NA	NA	NA	NA	NA	NA	5.009722	-72.7675	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/04/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Hoplias malabaricus (Bloch 1794)"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Erythrinidae"	"Hoplias"	"malabaricus"	"Hoplias malabaricus"	"\"(Bloch, 1794)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007638"	"Especímen preservado"	"PUJ"	"MPUJ"	7638	"MPUJ7638"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	36	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/04/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Resbalosa"	"Quebrada Resbalosa"	515	NA	NA	NA	NA	NA	NA	NA	NA	5.009722	-72.7675	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/04/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Copella eigenmanni (Regan 1912)"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Lebiasinidae"	"Copella"	"eigenmanni"	"Copella eigenmanni"	"\"(Regan, 1912)\""	"Especie"	NA	"Aceptado"	"No"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007639"	"Especímen preservado"	"PUJ"	"MPUJ"	7639	"MPUJ7639"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	63	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/04/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Resbalosa"	"Quebrada Resbalosa"	515	NA	NA	NA	NA	NA	NA	NA	NA	5.009722	-72.7675	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/04/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Hemigrammus barrigonae Eigenmann y Henn 1914"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemigrammus"	"barrigonae"	"Hemigrammus barrigonae"	"\"Eigenmann & Henn, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007640"	"Especímen preservado"	"PUJ"	"MPUJ"	7640	"MPUJ7640"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	29	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/04/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Resbalosa"	"Quebrada Resbalosa"	536	NA	NA	NA	NA	NA	NA	NA	NA	5.012778	-72.790833	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/04/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007644"	"Especímen preservado"	"PUJ"	"MPUJ"	7644	"MPUJ7644"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/07/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Limonera"	"Quebrada Limonera"	600	NA	NA	NA	NA	NA	NA	NA	NA	5.031611	-72.788556	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/07/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla; Carlos DoNascimiento"	NA	NA	"Imparfinis sp. Eigenmann & Norris 1900"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Heptapteridae"	"Imparfinis"	"microps"	"Imparfinis microps"	"Eigenmann & Fisher 1916 "	"Especie"	NA	"Aceptado"	NA	"No"	"Si"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007646"	"Especímen preservado"	"PUJ"	"MPUJ"	7646	"MPUJ7646"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	3	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/06/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Cajuchera"	"Quebrada Cajuchera"	557	NA	NA	NA	NA	NA	NA	NA	NA	5.000722	-72.77575	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/06/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Ancistrus triradiatus Eigenmann 1918"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"loricariidae"	"Ancistrus"	"triradiatus"	"Ancistrus triradiatus"	"\"Eigenmann, 1918\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007647"	"Especímen preservado"	"PUJ"	"MPUJ"	7647	"MPUJ7647"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	4	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/06/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Cajuchera"	"Quebrada Cajuchera"	557	NA	NA	NA	NA	NA	NA	NA	NA	5.000722	-72.77575	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/06/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007649"	"Especímen preservado"	"PUJ"	"MPUJ"	7649	"MPUJ7649"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	15	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/06/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Cajuchera"	"Quebrada Cajuchera"	558	NA	NA	NA	NA	NA	NA	NA	NA	5	-72.778	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/06/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007651"	"Especímen preservado"	"PUJ"	"MPUJ"	7651	"MPUJ7651"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	14	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/05/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Tauramenera"	"Quebrada Tauramenera"	582	NA	NA	NA	NA	NA	NA	NA	NA	5.017944	-72.785083	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/05/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007652"	"Especímen preservado"	"PUJ"	"MPUJ"	7652	"MPUJ7652"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/05/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Tauramenera"	"Quebrada Tauramenera"	582	NA	NA	NA	NA	NA	NA	NA	NA	5.017944	-72.785083	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/05/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Ancistrus triradiatus Eigenmann 1918"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"loricariidae"	"Ancistrus"	"triradiatus"	"Ancistrus triradiatus"	"\"Eigenmann, 1918\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007654"	"Especímen preservado"	"PUJ"	"MPUJ"	7654	"MPUJ7654"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/05/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Tauramenera"	"Quebrada Tauramenera"	582	NA	NA	NA	NA	NA	NA	NA	NA	5.017944	-72.785083	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/05/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"\"Apteronotus galvisi de Santana, Maldonado-Ocampo y Crampton 2007\""	"Animalia"	"Chordata"	"Actinopterygii"	"Gymnotiformes"	"Apteronotidae"	"Apteronotus"	"galvisi"	"Apteronotus galvisi"	"\"de Santana, Maldonado-Ocampo & Crampton, 2007\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007656"	"Especímen preservado"	"PUJ"	"MPUJ"	7656	"MPUJ7656"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	55	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/05/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Tauramenera"	"Quebrada Tauramenera"	592	NA	NA	NA	NA	NA	NA	NA	NA	5.017917	-72.785083	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/05/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007657"	"Especímen preservado"	"PUJ"	"MPUJ"	7657	"MPUJ7657"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/05/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Tauramenera"	"Quebrada Tauramenera"	592	NA	NA	NA	NA	NA	NA	NA	NA	5.017917	-72.785083	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/05/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla; Carlos DoNascimiento"	NA	NA	"Imparfinis sp. Eigenmann & Norris 1900"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Heptapteridae"	"Imparfinis"	"microps"	"Imparfinis microps"	"Eigenmann & Fisher 1916 "	"Especie"	NA	"Aceptado"	NA	"No"	"Si"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007658"	"Especímen preservado"	"PUJ"	"MPUJ"	7658	"MPUJ7658"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/05/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Tauramenera"	"Quebrada Tauramenera"	592	NA	NA	NA	NA	NA	NA	NA	NA	5.017917	-72.785083	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/05/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Ancistrus triradiatus Eigenmann 1918"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"loricariidae"	"Ancistrus"	"triradiatus"	"Ancistrus triradiatus"	"\"Eigenmann, 1918\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007659"	"Especímen preservado"	"PUJ"	"MPUJ"	7659	"MPUJ7659"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	125	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/02/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Aguablanca"	"Quebrada Aguablanca"	532	NA	NA	NA	NA	NA	NA	NA	NA	5.004861	-72.776111	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/02/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Copella eigenmanni (Regan 1912)"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Lebiasinidae"	"Copella"	"eigenmanni"	"Copella eigenmanni"	"\"(Regan, 1912)\""	"Especie"	NA	"Aceptado"	"No"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007660"	"Especímen preservado"	"PUJ"	"MPUJ"	7660	"MPUJ7660"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/02/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Aguablanca"	"Quebrada Aguablanca"	532	NA	NA	NA	NA	NA	NA	NA	NA	5.004861	-72.776111	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/02/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Hemigrammus barrigonae Eigenmann y Henn 1914"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemigrammus"	"barrigonae"	"Hemigrammus barrigonae"	"\"Eigenmann & Henn, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007661"	"Especímen preservado"	"PUJ"	"MPUJ"	7661	"MPUJ7661"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	61	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/02/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Aguablanca"	"Quebrada Aguablanca"	568	NA	NA	NA	NA	NA	NA	NA	NA	5.006581	-72.787917	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/02/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007662"	"Especímen preservado"	"PUJ"	"MPUJ"	7662	"MPUJ7662"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	33	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/02/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Aguablanca"	"Quebrada Aguablanca"	532	NA	NA	NA	NA	NA	NA	NA	NA	5.004861	-72.776111	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/02/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Anablepsoides sp. Huber 1992"	"Animalia"	"Chordata"	"Actinopterygii"	"Cyprinodontiformes"	"Rivulidae"	"Anablepsoides"	NA	"Anablepsoides sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007664"	"Especímen preservado"	"PUJ"	"MPUJ"	7664	"MPUJ7664"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"02/10/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Cusiana"	"Río Cusiana"	326	NA	NA	NA	NA	NA	NA	NA	NA	5.006056	-72.690917	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"02/10/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Pimelodella metae Eigenmann 1917"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Heptapteridae"	"Pimelodella"	"metae"	"Pimelodella metae"	"\"Eigenmann, 1917\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"02-2013"
"PUJ:MPUJ:007667"	"Especímen preservado"	"PUJ"	"MPUJ"	7667	"MPUJ7667"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"04/02/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Cusiana"	"Río Cusiana"	298	NA	NA	NA	NA	NA	NA	NA	NA	5	-72.666667	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"04/02/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Parodon apolinari Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Parodontidae"	"Parodon"	"apolinari"	"Parodon apolinari"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	NA	"No"	"Si"	"No"	"No"	"04-2013"
"PUJ:MPUJ:007668"	"Especímen preservado"	"PUJ"	"MPUJ"	7668	"MPUJ7668"	"Objeto físico"	"es"	"860.013.720-1"	"Registro Nacional de Colecciones: 12"	NA	NA	NA	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	8	NA	NA	"Animal completo (ETOH)"	NA	NA	"04/02/2013"	NA	NA	NA	NA	NA	NA	NA	"S A"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Cusiana"	"Río Cusiana"	298	NA	NA	NA	NA	NA	NA	NA	NA	5	-72.666667	"WGS84"	NA	"Saúl Prada Pedreros; Alexander Urbano Bonilla"	"04/02/2013"	NA	NA	NA	NA	"Alexander Urbano-Bonilla"	NA	NA	"Astyanax integer Myers 1930"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"integer"	"Astyanax integer"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"04-2013"
